,,,,,,,,,,,,,
Age,Gender,Income,Credit Score,Credit History Length,Number of Existing Loans,Loan Amount,Loan Tenure,Existing Customer,State,City,Employment Profile,Profile Score,Occupation
33,Female,17000,704,405,7,28667,185,Yes,Delhi,New Delhi,Salaried,100,Banker
38,Male,70000,317,338,0,71433,111,No,West Bengal,Kolkata,Unemployed,19,NA
59,Female,49000,708,572,7,118877,61,Yes,Tamil Nadu,Chennai,Salaried,100,Civil Servant
39,Female,32000,516,486,3,94202,49,No,Gujarat,Surat,Salaried,82,Teacher
35,Male,43000,377,202,1,98768,76,No,Telangana,Hyderabad,Salaried,46,Civil Servant
70,Female,153000,718,505,7,120371,168,Yes,Tamil Nadu,Coimbatore,Self-Employed,90,Contractor
22,Male,46000,417,513,2,79177,56,No,Uttar Pradesh,Lucknow,Salaried,56,Banker
50,Female,133000,850,289,10,147256,155,Yes,Telangana,Hyderabad,Salaried,91,Civil Servant
68,Female,134000,743,499,8,125890,306,Yes,Gujarat,Ahmedabad,Salaried,96,Doctor
37,Female,48000,305,502,0,41895,20,No,Uttar Pradesh,Kanpur,Salaried,48,Teacher
44,Female,100000,819,104,9,150000,335,Yes,Delhi,Manjari,Self-Employed,100,Farmer
66,Male,191000,627,166,5,150000,265,No,Delhi,New Delhi,Salaried,100,Civil Servant
31,Male,75000,414,77,2,59596,111,No,Telangana,Hyderabad,Salaried,79,Doctor
36,Other,35000,427,226,2,32592,39,No,Rajasthan,Udaipur,Self-Employed,46,Shopkeeper
65,Female,108000,690,571,7,150000,233,Yes,Gujarat,Ahmedabad,Salaried,100,Doctor
63,Male,31000,389,235,1,22726,107,No,West Bengal,Kolkata,Salaried,87,Doctor
37,Female,44000,733,184,7,150000,102,Yes,Maharashtra,Mumbai,Salaried,96,Software Engineer
65,Male,154000,543,374,4,111209,108,No,Tamil Nadu,Coimbatore,Salaried,100,Banker
40,Male,39000,474,127,3,53348,37,No,West Bengal,Channarayapatna,Self-Employed,64,Business Owner
30,Male,50000,312,83,0,122025,59,No,Delhi,New Delhi,Self-Employed,28,Business Owner
27,Male,20000,574,273,4,53416,114,No,Gujarat,Ahmedabad,Salaried,58,Doctor
46,Male,30000,751,570,8,150000,236,Yes,Tamil Nadu,Chennai,Salaried,100,Software Engineer
55,Male,104000,601,586,5,150000,323,No,Gujarat,Ahmedabad,Salaried,94,Banker
30,Female,18000,304,236,0,63130,61,No,West Bengal,Kolkata,Self-Employed,25,Shopkeeper
27,Male,69000,419,473,2,122044,72,No,Karnataka,Bengaluru,Salaried,37,Teacher
28,Female,79000,704,463,7,150000,115,Yes,Uttar Pradesh,Lucknow,Self-Employed,96,Shopkeeper
65,Male,119000,724,300,7,76342,79,Yes,Delhi,New Delhi,Salaried,90,Banker
21,Female,55000,377,241,1,72647,99,No,Delhi,Manjari,Salaried,66,Doctor
33,Other,92000,729,557,7,92745,148,Yes,Rajasthan,Udaipur,Self-Employed,100,Business Owner
57,Female,163000,850,583,10,150000,168,Yes,Karnataka,Mysuru,Self-Employed,100,Business Owner
47,Female,69000,312,227,0,125772,65,No,Gujarat,Ahmedabad,Unemployed,16,NA
62,Male,60000,524,85,4,96885,82,No,Maharashtra,Nagpur,Self-Employed,72,Shopkeeper
35,Female,57000,850,440,10,93723,123,Yes,Tamil Nadu,Manjari,Salaried,100,Banker
37,Female,48000,398,46,1,55863,64,No,Uttar Pradesh,Kanpur,Self-Employed,68,Shopkeeper
67,Male,63000,730,245,7,99672,215,Yes,Uttar Pradesh,Lucknow,Self-Employed,100,Farmer
23,Male,52000,612,155,5,150000,175,No,Delhi,Manjari,Self-Employed,65,Business Owner
24,Female,24000,745,495,8,14383,156,Yes,Maharashtra,Nagpur,Salaried,90,Civil Servant
69,Female,156000,576,90,5,150000,32,No,Gujarat,Surat,Unemployed,61,NA
70,Male,83000,463,160,2,143536,26,No,Uttar Pradesh,Kanpur,Freelancer,70,Independent Consultant
68,Female,132000,632,204,6,90493,305,No,West Bengal,Kolkata,Salaried,71,Doctor
33,Female,48000,652,171,6,120725,185,Yes,Uttar Pradesh,Dhulagori,Freelancer,73,Photographer
58,Male,58000,470,38,3,150000,106,No,Delhi,New Delhi,Self-Employed,63,Contractor
29,Male,67000,802,567,9,102968,88,Yes,Telangana,Hyderabad,Self-Employed,100,Contractor
21,Female,48000,547,30,4,150000,54,No,Tamil Nadu,Chennai,Self-Employed,65,Contractor
68,Female,97000,816,420,9,150000,178,Yes,Delhi,New Delhi,Self-Employed,100,Contractor
55,Male,146000,563,265,4,150000,26,No,Kerala,Thiruvananthapuram,Salaried,98,Doctor
21,Female,52000,756,581,8,150000,217,Yes,Rajasthan,Udaipur,Self-Employed,100,Contractor
59,Male,159000,850,110,10,110763,301,Yes,West Bengal,Kolkata,Self-Employed,100,Farmer
20,Female,34000,745,341,8,141898,226,Yes,Tamil Nadu,Chennai,Salaried,93,Civil Servant
33,Male,40000,591,166,5,134703,96,No,Karnataka,Bengaluru,Salaried,100,Doctor
19,Female,56000,386,123,1,64050,41,No,Maharashtra,Mumbai,Freelancer,60,Graphic Designer
61,Male,75000,355,514,1,52101,113,No,Maharashtra,Pune,Freelancer,40,Independent Consultant
57,Female,103000,772,27,8,86369,231,Yes,Delhi,New Delhi,Salaried,100,Teacher
44,Male,50000,636,465,6,135110,231,No,Uttar Pradesh,Lucknow,Self-Employed,92,Shopkeeper
18,Female,30000,652,476,6,115069,310,Yes,West Bengal,Kolkata,Freelancer,100,Photographer
70,Female,162000,728,324,7,98199,332,Yes,Gujarat,Surat,Salaried,100,Doctor
25,Female,28000,363,409,1,129678,106,No,West Bengal,Bishanpura,Freelancer,52,Graphic Designer
24,Female,22000,477,482,3,73698,87,No,Karnataka,Mysuru,Freelancer,36,Independent Consultant
44,Female,122000,850,235,10,150000,349,Yes,Kerala,Bishanpura,Salaried,99,Banker
54,Female,88000,434,239,2,86052,15,No,Karnataka,Bengaluru,Salaried,76,Doctor
44,Female,113000,693,381,7,150000,130,Yes,Maharashtra,Mumbai,Salaried,95,Banker
28,Male,76000,764,418,8,126073,229,Yes,Rajasthan,Jaipur,Student,100,Student
68,Male,85000,560,202,4,90456,77,No,Telangana,Hyderabad,Self-Employed,47,Farmer
54,Other,63000,660,150,6,75644,246,Yes,Gujarat,Ahmedabad,Salaried,96,Banker
42,Male,117000,520,319,4,150000,60,No,Karnataka,Bengaluru,Self-Employed,84,Business Owner
45,Male,82000,648,485,6,76724,60,No,Kerala,Kochi,Self-Employed,93,Farmer
53,Other,68000,305,449,0,150000,36,No,West Bengal,Channarayapatna,Salaried,47,Doctor
42,Female,125000,793,41,8,111919,251,Yes,Kerala,Kochi,Self-Employed,96,Contractor
33,Female,47000,509,104,3,100555,119,No,Karnataka,Mysuru,Self-Employed,76,Shopkeeper
41,Female,90000,300,383,0,150000,31,No,Telangana,Hyderabad,Self-Employed,12,Contractor
45,Male,117000,798,118,9,109427,144,Yes,Telangana,Hyderabad,Salaried,100,Software Engineer
29,Male,66000,487,91,3,70358,77,No,Maharashtra,Manjari,Self-Employed,44,Business Owner
21,Male,54000,552,341,4,77596,113,No,Maharashtra,Pune,Salaried,63,Civil Servant
38,Female,40000,688,297,7,137679,151,Yes,Uttar Pradesh,Kanpur,Freelancer,87,Independent Consultant
50,Female,131000,423,171,2,150000,110,No,Maharashtra,Mumbai,Salaried,54,Doctor
25,Female,20000,763,150,8,84917,346,Yes,Rajasthan,Udaipur,Salaried,100,Doctor
40,Female,60000,474,433,3,85358,65,No,Gujarat,Surat,Self-Employed,82,Business Owner
37,Female,98000,816,143,9,150000,71,Yes,Gujarat,Ahmedabad,Self-Employed,93,Business Owner
47,Female,115000,421,224,2,87073,106,No,Tamil Nadu,Chennai,Freelancer,70,Independent Consultant
26,Female,77000,371,268,1,98964,53,No,West Bengal,Kolkata,Salaried,39,Civil Servant
60,Male,48000,746,526,8,83101,169,Yes,Maharashtra,Nagpur,Salaried,94,Teacher
38,Female,82000,421,473,2,85830,13,No,Gujarat,Surat,Student,62,Student
57,Female,168000,850,225,10,150000,306,Yes,West Bengal,Channarayapatna,Salaried,100,Teacher
63,Male,175000,672,401,6,148027,289,Yes,Karnataka,Mysuru,Self-Employed,99,Business Owner
68,Female,70000,453,269,2,150000,119,No,Uttar Pradesh,Lucknow,Freelancer,80,Independent Consultant
61,Female,146000,850,478,10,114079,322,Yes,Gujarat,Surat,Self-Employed,97,Shopkeeper
25,Female,64000,457,28,2,150000,87,No,Kerala,Dhulagori,Unemployed,27,NA
28,Male,63000,303,306,0,93196,48,No,Kerala,Kochi,Self-Employed,17,Shopkeeper
18,Male,21000,704,182,7,56066,260,Yes,Gujarat,Surat,Salaried,95,Civil Servant
64,Female,96000,595,289,5,150000,65,No,West Bengal,Kolkata,Self-Employed,90,Farmer
65,Male,54000,589,391,5,150000,83,No,Telangana,Hyderabad,Salaried,98,Civil Servant
59,Female,141000,850,546,10,120254,211,Yes,Telangana,Hyderabad,Student,100,Student
19,Male,44000,359,162,1,104093,80,No,Uttar Pradesh,Lucknow,Self-Employed,39,Shopkeeper
37,Female,34000,451,240,2,76300,86,No,Kerala,Thiruvananthapuram,Self-Employed,62,Business Owner
42,Male,100000,720,174,7,150000,95,Yes,West Bengal,Kolkata,Salaried,100,Civil Servant
31,Male,24000,757,514,8,108212,158,Yes,Maharashtra,Nagpur,Student,99,Student
49,Female,59000,690,249,7,71649,61,Yes,Karnataka,Bengaluru,Freelancer,98,Photographer
26,Female,54000,669,611,6,132430,73,Yes,Maharashtra,Bishanpura,Salaried,91,Teacher
35,Female,64000,412,81,2,91307,72,No,Gujarat,Ahmedabad,Student,69,Student
62,Male,183000,433,508,2,103600,102,No,Delhi,New Delhi,Salaried,41,Doctor
35,Other,23000,397,216,1,59433,24,No,Karnataka,Bengaluru,Salaried,55,Civil Servant
33,Female,83000,396,227,1,81933,36,No,Gujarat,Surat,Self-Employed,42,Farmer
42,Other,45000,682,261,6,57137,210,Yes,Maharashtra,Pune,Salaried,97,Doctor
37,Male,104000,746,395,8,140500,210,Yes,Delhi,New Delhi,Salaried,100,Civil Servant
43,Male,23000,489,76,3,88504,53,No,Maharashtra,Mumbai,Self-Employed,42,Farmer
41,Male,104000,716,175,7,141891,279,Yes,Uttar Pradesh,Lucknow,Salaried,99,Civil Servant
70,Female,94000,794,583,8,147498,61,Yes,Maharashtra,Mumbai,Freelancer,100,Graphic Designer
43,Female,63000,353,355,0,114497,96,No,Gujarat,Surat,Salaried,60,Teacher
30,Female,22000,300,48,0,87581,58,No,Kerala,Kochi,Freelancer,20,Writer
47,Male,25000,705,147,7,100034,225,Yes,Rajasthan,Udaipur,Salaried,97,Civil Servant
39,Female,115000,510,275,3,143928,20,No,Kerala,Kochi,Salaried,100,Doctor
19,Male,56000,623,441,5,103334,70,No,Karnataka,Bengaluru,Salaried,97,Banker
19,Female,31000,850,361,10,89140,336,Yes,Uttar Pradesh,Lucknow,Salaried,92,Banker
35,Female,72000,485,210,3,150000,13,No,Delhi,New Delhi,Salaried,73,Civil Servant
23,Female,22000,663,381,6,49944,259,Yes,Tamil Nadu,Coimbatore,Salaried,95,Teacher
52,Female,120000,536,172,4,101564,50,No,Telangana,Hyderabad,Salaried,68,Banker
70,Male,122000,513,45,3,150000,55,No,Telangana,Hyderabad,Salaried,61,Software Engineer
67,Female,56000,435,475,2,146657,57,No,Delhi,New Delhi,Salaried,66,Teacher
42,Female,80000,300,541,0,150000,51,No,Delhi,New Delhi,Salaried,26,Teacher
58,Female,70000,574,232,4,150000,66,No,Maharashtra,Pune,Salaried,100,Software Engineer
55,Female,104000,424,118,2,150000,41,No,Kerala,Kochi,Salaried,75,Civil Servant
59,Male,129000,797,611,9,56421,249,Yes,Gujarat,Ahmedabad,Salaried,99,Doctor
19,Male,14000,665,384,6,26941,157,Yes,Karnataka,Mysuru,Salaried,94,Civil Servant
24,Male,55000,736,130,7,144536,268,Yes,West Bengal,Kolkata,Freelancer,90,Writer
39,Female,31000,498,492,3,32350,15,No,Maharashtra,Mumbai,Salaried,80,Teacher
59,Male,109000,805,417,9,141267,157,Yes,Delhi,New Delhi,Salaried,100,Software Engineer
33,Female,36000,565,75,4,149536,98,No,Rajasthan,Udaipur,Self-Employed,76,Business Owner
61,Female,98000,705,73,7,150000,200,Yes,Uttar Pradesh,Kanpur,Salaried,90,Banker
36,Male,86000,318,278,0,150000,78,No,Delhi,New Delhi,Freelancer,19,Graphic Designer
35,Male,100000,382,200,1,95635,74,No,Kerala,Thiruvananthapuram,Freelancer,24,Photographer
62,Male,178000,591,107,5,150000,47,No,Maharashtra,Pune,Self-Employed,100,Contractor
44,Female,87000,480,63,3,150000,89,No,Maharashtra,Pune,Unemployed,68,NA
23,Female,40000,300,141,0,140867,69,No,Karnataka,Bengaluru,Salaried,44,Banker
57,Male,36000,850,320,10,150000,74,Yes,Kerala,Thiruvananthapuram,Freelancer,100,Independent Consultant
68,Male,199000,763,146,8,150000,350,Yes,Tamil Nadu,Chennai,Salaried,93,Teacher
37,Female,31000,533,421,4,126787,69,No,Telangana,Hyderabad,Salaried,61,Software Engineer
41,Male,49000,700,307,7,111389,76,Yes,Telangana,Hyderabad,Salaried,100,Software Engineer
56,Female,71000,446,80,2,90405,113,No,Delhi,New Delhi,Self-Employed,98,Farmer
50,Female,28000,646,448,6,35818,142,No,West Bengal,Kolkata,Self-Employed,96,Contractor
18,Female,33000,569,241,4,113937,22,No,West Bengal,Kolkata,Salaried,80,Civil Servant
28,Male,61000,539,464,4,150000,81,No,Rajasthan,Jaipur,Salaried,100,Teacher
70,Other,60000,324,85,0,54697,21,No,Tamil Nadu,Coimbatore,Salaried,57,Software Engineer
59,Other,57000,316,30,0,99249,70,No,Delhi,Channarayapatna,Salaried,34,Doctor
67,Male,83000,521,215,4,139708,100,No,Kerala,Thiruvananthapuram,Salaried,88,Banker
62,Male,157000,654,221,6,114003,235,Yes,Kerala,Kochi,Salaried,94,Doctor
60,Male,42000,779,418,8,32066,266,Yes,West Bengal,Kolkata,Salaried,93,Civil Servant
40,Male,46000,535,525,4,150000,28,No,Karnataka,Dhulagori,Student,76,Student
44,Female,110000,522,491,4,120375,23,No,Kerala,Thiruvananthapuram,Salaried,97,Banker
63,Female,98000,611,460,5,150000,103,No,Uttar Pradesh,Lucknow,Salaried,99,Banker
62,Male,164000,850,425,10,92934,82,Yes,Kerala,Thiruvananthapuram,Student,100,Student
25,Male,32000,460,567,2,87980,16,No,Delhi,New Delhi,Unemployed,77,NA
43,Male,113000,677,608,6,107555,170,Yes,Kerala,Kochi,Salaried,92,Doctor
23,Male,42000,300,381,0,86802,15,No,Karnataka,Mysuru,Salaried,37,Teacher
18,Female,49000,557,559,4,86843,96,No,Telangana,Dhulagori,Salaried,62,Civil Servant
34,Female,69000,308,476,0,150000,94,No,West Bengal,Kolkata,Unemployed,27,NA
43,Male,59000,418,19,2,38656,79,No,Gujarat,Ahmedabad,Salaried,73,Software Engineer
35,Male,23000,784,291,8,112163,242,Yes,Rajasthan,Jaipur,Student,96,Student
43,Female,44000,666,543,6,28263,354,Yes,Rajasthan,Channarayapatna,Student,100,Student
49,Female,99000,850,223,10,125845,72,Yes,Maharashtra,Channarayapatna,Salaried,100,Civil Servant
68,Male,103000,543,42,4,150000,44,No,Maharashtra,Nagpur,Salaried,94,Doctor
45,Male,24000,757,430,8,68955,249,Yes,Telangana,Hyderabad,Salaried,100,Doctor
47,Female,53000,476,249,3,125662,93,No,Maharashtra,Dhulagori,Self-Employed,70,Farmer
45,Male,49000,850,425,10,38295,291,Yes,Delhi,Manjari,Salaried,100,Doctor
61,Male,47000,637,312,6,130440,308,No,Telangana,Hyderabad,Salaried,92,Software Engineer
39,Female,36000,442,558,2,126763,72,No,Delhi,New Delhi,Self-Employed,52,Contractor
32,Female,21000,491,369,3,65460,99,No,Telangana,Hyderabad,Self-Employed,50,Contractor
56,Female,131000,735,467,7,150000,238,Yes,Maharashtra,Pune,Salaried,95,Banker
62,Male,47000,807,556,9,92679,128,Yes,West Bengal,Kolkata,Salaried,95,Doctor
26,Female,36000,537,448,4,137461,30,No,Gujarat,Surat,Freelancer,82,Photographer
67,Female,79000,788,369,8,145364,215,Yes,Tamil Nadu,Coimbatore,Self-Employed,100,Contractor
62,Female,119000,731,399,7,134736,87,Yes,Uttar Pradesh,Lucknow,Salaried,100,Software Engineer
54,Female,153000,782,118,8,149256,134,Yes,Tamil Nadu,Chennai,Salaried,94,Teacher
58,Female,126000,753,540,8,150000,359,Yes,Telangana,Hyderabad,Salaried,100,Teacher
53,Male,43000,734,277,7,96117,192,Yes,West Bengal,Kolkata,Self-Employed,100,Business Owner
62,Female,174000,739,482,7,150000,93,Yes,Uttar Pradesh,Bishanpura,Self-Employed,100,Farmer
47,Female,38000,506,10,3,87048,39,No,Maharashtra,Mumbai,Unemployed,80,NA
61,Female,151000,809,321,9,53555,322,Yes,West Bengal,Kolkata,Salaried,100,Doctor
43,Female,103000,850,342,10,75701,202,Yes,West Bengal,Kolkata,Salaried,98,Software Engineer
68,Female,39000,752,427,8,136276,247,Yes,Tamil Nadu,Chennai,Student,100,Student
44,Female,68000,654,193,6,140125,134,Yes,Telangana,Dhulagori,Self-Employed,93,Farmer
30,Female,41000,455,52,2,84612,25,No,Uttar Pradesh,Lucknow,Salaried,39,Teacher
34,Other,48000,551,304,4,67605,38,No,Rajasthan,Nellikuppam,Salaried,66,Teacher
63,Other,65000,627,235,5,34964,251,No,Delhi,New Delhi,Salaried,97,Banker
40,Female,116000,788,140,8,132863,222,Yes,Gujarat,Surat,Salaried,100,Civil Servant
62,Female,146000,429,160,2,71889,103,No,Gujarat,Ahmedabad,Salaried,59,Civil Servant
18,Male,27000,712,480,7,117536,103,Yes,Delhi,New Delhi,Student,93,Student
53,Female,100000,593,272,5,102581,34,No,Maharashtra,Nagpur,Self-Employed,95,Shopkeeper
63,Female,112000,523,354,4,150000,98,No,Tamil Nadu,Chennai,Salaried,67,Banker
52,Male,76000,809,333,9,150000,253,Yes,Rajasthan,Udaipur,Salaried,95,Software Engineer
49,Female,108000,753,416,8,108191,308,Yes,Rajasthan,Udaipur,Self-Employed,100,Business Owner
25,Female,72000,525,84,4,150000,25,No,Tamil Nadu,Chennai,Salaried,70,Civil Servant
65,Male,144000,777,15,8,150000,118,Yes,Maharashtra,Nagpur,Freelancer,97,Writer
67,Male,85000,786,80,8,150000,250,Yes,Uttar Pradesh,Lucknow,Salaried,92,Banker
58,Male,38000,340,576,0,130346,68,No,Karnataka,Bengaluru,Self-Employed,35,Business Owner
53,Female,81000,848,318,9,150000,144,Yes,Rajasthan,Jaipur,Salaried,96,Civil Servant
34,Female,85000,495,591,3,150000,44,No,Karnataka,Bengaluru,Salaried,63,Teacher
34,Male,100000,616,79,5,52354,323,No,Maharashtra,Mumbai,Salaried,91,Banker
36,Other,58000,795,521,9,150000,272,Yes,Uttar Pradesh,Lucknow,Salaried,93,Banker
43,Female,86000,421,388,2,136234,80,No,Rajasthan,Udaipur,Freelancer,45,Photographer
43,Male,61000,417,326,2,74905,80,No,Delhi,Channarayapatna,Self-Employed,38,Shopkeeper
55,Female,63000,369,595,1,150000,21,No,Tamil Nadu,Coimbatore,Self-Employed,61,Contractor
44,Male,64000,464,139,2,150000,108,No,Gujarat,Dhulagori,Salaried,63,Doctor
65,Male,42000,300,344,0,68645,86,No,Uttar Pradesh,Kanpur,Self-Employed,7,Contractor
48,Male,74000,391,306,1,150000,75,No,Kerala,Nellikuppam,Unemployed,26,NA
57,Female,42000,427,319,2,46557,13,No,Uttar Pradesh,Kanpur,Salaried,31,Software Engineer
23,Female,24000,432,387,2,83198,117,No,West Bengal,Kolkata,Salaried,77,Doctor
43,Other,22000,568,497,4,75161,28,No,Kerala,Dhulagori,Freelancer,68,Graphic Designer
23,Female,22000,798,421,9,82099,323,Yes,West Bengal,Nellikuppam,Salaried,100,Civil Servant
51,Male,88000,761,444,8,150000,315,Yes,Uttar Pradesh,Kanpur,Self-Employed,100,Contractor
47,Other,66000,680,280,6,150000,63,Yes,Rajasthan,Udaipur,Salaried,76,Teacher
65,Female,36000,675,362,6,70986,134,Yes,Tamil Nadu,Chennai,Salaried,92,Civil Servant
53,Male,101000,571,133,4,150000,49,No,Telangana,Hyderabad,Salaried,79,Banker
29,Male,36000,627,449,5,120926,206,No,Rajasthan,Jaipur,Freelancer,77,Independent Consultant
39,Female,83000,739,603,7,125857,313,Yes,Rajasthan,Udaipur,Salaried,100,Banker
55,Female,96000,850,446,10,90121,207,Yes,Karnataka,Mysuru,Self-Employed,100,Shopkeeper
21,Female,46000,737,262,7,78705,262,Yes,Telangana,Hyderabad,Freelancer,99,Photographer
23,Male,45000,611,149,5,59587,306,No,Delhi,New Delhi,Self-Employed,90,Contractor
61,Male,70000,391,86,1,150000,111,No,Telangana,Channarayapatna,Salaried,38,Software Engineer
50,Male,135000,725,172,7,150000,64,Yes,Kerala,Nellikuppam,Salaried,99,Doctor
36,Male,52000,300,173,0,149517,78,No,Tamil Nadu,Coimbatore,Salaried,60,Banker
37,Male,61000,601,149,5,150000,101,No,Tamil Nadu,Chennai,Salaried,81,Teacher
42,Male,48000,638,356,6,28934,197,No,Karnataka,Mysuru,Salaried,100,Teacher
49,Female,64000,850,28,10,125280,196,Yes,Delhi,New Delhi,Salaried,98,Civil Servant
47,Male,105000,792,513,8,142520,144,Yes,Tamil Nadu,Chennai,Freelancer,96,Writer
22,Female,62000,535,552,4,150000,12,No,Gujarat,Surat,Salaried,75,Teacher
18,Male,18000,342,387,0,90062,88,No,Delhi,New Delhi,Salaried,75,Banker
65,Female,137000,850,563,10,142174,214,Yes,West Bengal,Kolkata,Self-Employed,100,Farmer
44,Other,64000,376,341,1,131634,68,No,Tamil Nadu,Chennai,Self-Employed,41,Business Owner
60,Other,138000,517,406,3,150000,92,No,West Bengal,Bishanpura,Salaried,76,Banker
25,Female,36000,588,492,5,74316,91,No,Karnataka,Mysuru,Student,69,Student
23,Female,64000,624,319,5,85930,136,No,Karnataka,Mysuru,Self-Employed,69,Business Owner
56,Other,127000,572,462,4,150000,105,No,West Bengal,Kolkata,Salaried,83,Civil Servant
54,Male,125000,772,543,8,150000,306,Yes,Karnataka,Mysuru,Salaried,94,Software Engineer
56,Male,91000,715,552,7,123678,189,Yes,Delhi,New Delhi,Salaried,99,Banker
53,Male,109000,489,434,3,150000,110,No,Karnataka,Bengaluru,Unemployed,74,NA
30,Male,15000,301,207,0,11811,21,No,Telangana,Hyderabad,Self-Employed,33,Farmer
47,Male,102000,417,607,2,73499,117,No,Rajasthan,Bishanpura,Salaried,49,Doctor
35,Female,60000,642,600,6,69799,252,No,Delhi,New Delhi,Freelancer,66,Writer
67,Male,61000,627,66,5,128825,304,No,Maharashtra,Mumbai,Freelancer,77,Independent Consultant
57,Female,53000,663,194,6,150000,339,Yes,Gujarat,Ahmedabad,Self-Employed,94,Contractor
66,Male,192000,689,477,7,150000,142,Yes,Telangana,Hyderabad,Salaried,100,Doctor
44,Male,76000,800,111,9,55674,188,Yes,Gujarat,Surat,Student,100,Student
57,Female,118000,846,554,9,127227,193,Yes,Telangana,Hyderabad,Salaried,100,Software Engineer
67,Female,129000,762,573,8,68136,61,Yes,Kerala,Kochi,Salaried,97,Software Engineer
41,Female,94000,338,340,0,150000,73,No,Kerala,Kochi,Salaried,56,Doctor
21,Female,19000,396,207,1,89723,45,No,Karnataka,Mysuru,Freelancer,47,Independent Consultant
42,Male,79000,714,403,7,150000,183,Yes,Rajasthan,Udaipur,Self-Employed,96,Business Owner
68,Female,71000,568,115,4,66407,15,No,Rajasthan,Udaipur,Unemployed,90,NA
54,Other,158000,797,152,9,127307,268,Yes,Telangana,Hyderabad,Salaried,100,Teacher
30,Female,71000,455,245,2,150000,74,No,Telangana,Hyderabad,Self-Employed,80,Farmer
23,Male,13000,423,430,2,22695,12,No,Gujarat,Surat,Unemployed,45,NA
66,Male,153000,524,292,4,150000,74,No,Tamil Nadu,Chennai,Salaried,98,Software Engineer
53,Female,138000,566,285,4,150000,23,No,Karnataka,Bengaluru,Self-Employed,70,Farmer
32,Male,95000,360,606,1,95562,46,No,Telangana,Hyderabad,Salaried,42,Software Engineer
38,Female,50000,361,235,1,137599,100,No,Delhi,New Delhi,Student,42,Student
21,Female,49000,850,103,10,138052,259,Yes,Kerala,Kochi,Freelancer,100,Graphic Designer
49,Male,93000,318,284,0,55334,112,No,Maharashtra,Mumbai,Freelancer,72,Graphic Designer
50,Male,138000,487,355,3,137163,58,No,Tamil Nadu,Coimbatore,Salaried,97,Teacher
33,Male,53000,701,368,7,150000,285,Yes,Tamil Nadu,Coimbatore,Self-Employed,85,Farmer
70,Male,43000,554,160,4,101407,31,No,Gujarat,Ahmedabad,Self-Employed,69,Farmer
35,Male,88000,733,222,7,134451,168,Yes,Maharashtra,Mumbai,Salaried,100,Doctor
70,Male,37000,425,520,2,67240,45,No,Karnataka,Manjari,Self-Employed,61,Shopkeeper
29,Female,77000,677,333,6,43009,265,Yes,Gujarat,Ahmedabad,Salaried,93,Software Engineer
59,Male,169000,806,565,9,86288,63,Yes,Rajasthan,Jaipur,Salaried,100,Teacher
26,Male,48000,358,223,1,62629,65,No,Gujarat,Ahmedabad,Unemployed,0,NA
60,Female,113000,752,255,8,150000,277,Yes,Tamil Nadu,Coimbatore,Salaried,100,Civil Servant
35,Female,99000,811,308,9,150000,300,Yes,Gujarat,Surat,Student,90,Student
25,Male,24000,300,268,0,52278,85,No,Tamil Nadu,Chennai,Self-Employed,66,Business Owner
40,Female,87000,429,127,2,150000,109,No,Karnataka,Bengaluru,Salaried,79,Doctor
24,Other,61000,611,233,5,83494,161,No,Delhi,New Delhi,Salaried,91,Software Engineer
53,Female,106000,547,276,4,150000,93,No,Telangana,Hyderabad,Salaried,100,Civil Servant
55,Female,32000,602,601,5,150000,130,No,Maharashtra,Nagpur,Self-Employed,96,Farmer
62,Female,169000,515,602,3,50719,65,No,Kerala,Thiruvananthapuram,Salaried,84,Software Engineer
61,Female,178000,694,403,7,102899,131,Yes,Telangana,Hyderabad,Salaried,100,Civil Servant
38,Male,102000,672,396,6,91564,186,Yes,Kerala,Kochi,Salaried,100,Teacher
63,Male,182000,748,230,8,76533,359,Yes,Tamil Nadu,Bishanpura,Salaried,100,Teacher
19,Female,10000,348,600,0,46170,115,No,Karnataka,Bengaluru,Freelancer,74,Writer
58,Female,160000,536,117,4,127680,34,No,Maharashtra,Nagpur,Freelancer,81,Photographer
44,Female,70000,692,277,7,150000,223,Yes,Maharashtra,Nagpur,Student,100,Student
47,Male,108000,601,453,5,150000,71,No,Delhi,New Delhi,Salaried,91,Doctor
39,Male,47000,630,465,6,127231,290,No,Rajasthan,Udaipur,Self-Employed,100,Shopkeeper
42,Female,33000,539,269,4,117321,30,No,Telangana,Hyderabad,Salaried,92,Civil Servant
19,Male,26000,769,67,8,58202,162,Yes,Kerala,Kochi,Student,100,Student
29,Female,62000,300,244,0,150000,92,No,Rajasthan,Udaipur,Unemployed,0,NA
52,Female,63000,502,141,3,150000,92,No,West Bengal,Kolkata,Salaried,99,Civil Servant
40,Female,92000,314,512,0,118390,55,No,Kerala,Thiruvananthapuram,Freelancer,28,Writer
54,Female,44000,766,561,8,150000,292,Yes,Delhi,Nellikuppam,Salaried,99,Teacher
50,Female,60000,344,462,0,117590,84,No,Tamil Nadu,Coimbatore,Self-Employed,44,Farmer
50,Male,113000,792,74,8,99073,103,Yes,Gujarat,Surat,Salaried,95,Civil Servant
26,Male,13000,329,575,0,62760,80,No,West Bengal,Kolkata,Self-Employed,34,Farmer
41,Male,107000,800,28,9,150000,285,Yes,Telangana,Hyderabad,Self-Employed,100,Business Owner
